"Title","Platform","Chipset","Edition","Release","Publisher","Box Size","Genre","WHDload Installed","WHDload does not exist","Tested","Complete","Copy Protection","Paid","Sold","Hall of Light Rarity","Top 50 Rank","Top 50 Comment","Lemon Rating"
"Willi Lemkes Fußballmanager","Amiga","OCS","Original","1995","Anco","Big Box","Sports","No","Yes","","Yes","","","","","","",""
"Windwalker","Amiga","OCS","Original","1989","ORIGIN","Tall","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","","","","","","",""
"Wing Commander","Amiga","","Original","1992","ORIGIN","Big Box","Action, Simulation","Yes","No","Yes, Working","Yes","None","","","","","",""
"Wings","Amiga","OCS","Original","1990","Cinemaware","Mid Size","Action, Simulation","Yes","No","","Yes, 2 disk 1","","","","","","",""
"Wings of Death","Amiga","OCS","Original","1990","Thalion Software GmbH","Mid size","Shooter","Yes","No","","Yes","Disk","","","","","",""
"Winter Camp","Amiga","","Original","1993","Black Legend","Mid Size","Multi","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Winter Games","Amiga","","Original","1987","Epyx, Inc.","Custom","Sports","No","No","Yes, Not Working (read/write error)","Yes","Disk","484 (£30+£8,75]","","","","",""
"Winter Olympiad 88","Amiga","OCS","Original","1988","Tynesoft","Jewel Case","Sports","No","No","Yes, Working","Yes","Disk","","","","","",""
"Winter Olympics: Lillehammer '94","Amiga","OCS","Original","1994","U.S. Gold","Big Box","Sports","Yes","No","Yes, Working","Yes, two set of disks","Manual","","","","","",""
"Winter Supersports 92","Amiga","OCS","Original","1992","Flair","Big Box","Sports","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Wipe Out","Amiga","OCS","Original","1990","GOnzo Games","Mid Size","Racing","No","Yes","No, Shrink wrapped","Yes, new","Disk","50 (99/2)","","","","",""
"Wiz 'n' Liz","Amiga","","Original","1993","Psygnosis","","Action","Yes","No","Yes, Wwiz","Yes, but disks from 2 different versions","Disk","","","","","",""
"Wizardry: Bane of the Cosmic Forge","Amiga","OCS","Original","1990","Sir-tech Software, Inc.","Custom","Role-Playing (RPG)","Yes","No","","No, missing manual and magic world Icon list","","","","","","",""
"Wolfchild","Amiga","","Original","1992","Core Design","Big Box","Action","Yes","No","Yes, Working","Yes, extra set of disks","Disk","","","","","",""
"WolfPack","Amiga","OCS","Original","1990","Brøderbund Software, Inc.","Big Box","Action, Simulation","Yes","No","","Yes","","","","","","",""
"Wonder Dog","Amiga","","Original","1993","Core Design","Big Box","Platform","Yes","No","Yes, Working","Yes","Disk","95 ((£9,86+£5,35)/2)","","","","",""
"Wonderboy In Monsterland","Amiga","","Original","1989","Activision","Mid Size","Platform","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Wonderland","Amiga","OCS","Original","1991","Virgin","Big Box","Adventure","Yes","No","Yes, Working","Yes","None","","","","","",""
"World Championship Boxing Manager","Amiga","","Original","1990","Goliath Games","Mid size","Simulation, Sports","Yes","No","Yes, Working","Yes, two set of disks, 1 budget release, plus extra manual","Manual","","","","","",""
"World Circuit","Amiga","OCS","Original","1991","MicroProse","Big Box","Sports, Racing","Yes","No","","Yes","","","","","","",""
"World Class Leader Board","Amiga","OCS","Original","1988","Access Software, Inc.","Custom","Sports","Yes","No","Yes, Working","Yes","None","","","","","",""
"World Darts","Amiga","OCS","Original","1988","Mastertronic Group Ltd.","Jewel Case","Sports","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"World Games","Amiga","","Original","1987","Epyx, Inc.","Tall","Sports","No","No","Yes, Working","Yes","Disk","400 (£25+£6,99)","","","","",""
"World Rugby","Amiga","","Original","1992","Zeppelin","Small cardboard","Sports","Yes","No","Yes, Working","Yes","Disk","45 (£3,12+£0,50)","","","","",""
"World Tour Golf","Amiga","","Original","1988","Electronic Arts","Jewel Case","Sports","No","No","Yes, Working","Yes","Manual","125 (£5,99+£4)","","","","",""
"Worlds At War: Conflict in the Cosmos","Amiga","OCS","Original","1991","Internecine","Big Box","Strategy","No","Yes","Yes, Not Working (disk has read/wrike error)","Yes","","61 (£4,38+£0,50)","","","","",""
"Worlds Of Legend: Son Of The Empire","Amiga","OCS","Original","1993","Mindscape","Big Box","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Worms","Amiga","","Original","1995","Team17","Big Box","Strategy","Yes","No","","Yes, 2 set of disks","Code Booklet","","","","","",""
"Worthy","Amiga","","Original","2018","","Big Box","Puzzle","No","No","Yes, Working","Yes","None","","","","","",""
"Wrangler","Amiga","","Original","1989","Alternative Software Ltd.","Mid Size","Puzzle","No","Yes","Yes, Not Working (disk has read/write error)","Yes","","","","","","",""
"Wreckers","Amiga","","Original","1991","Audiogenic Software Ltd.","Mid Size","Action Adventure","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"WWF European Rampage Tour","Amiga","","Original","1992","Ocean","Big Box","Action","Yes","No","","Yes","","77 (£5,63+£0,50)","","","","",""
"WWF Wrestlemania","Amiga","","Original","1991","Ocean","Big Box","Action, Sports","Yes","No","","Yes","","","","","","",""
"X-It","Amiga","","Original","1994","Psygnosis","Psygnosis Cardbord","Strategy","Yes","No","Yes, Working","Yes","None","","","","","",""
"X-Out","Amiga","","Original","1990","Rainbow Arts","Mid Size","Action","Yes","No","Yes, Working","Yes, (but  no poster)","Disk","","","","","",""
"Xenomorph","Amiga","","Original","1990","Pandora","Mid Size","Role-Playing (RPG)","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Xenon 2: Megablast","Amiga","","Original","1989","Image Works","Mid size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Xenophobe","Amiga","OCS","Original","1989","MicroStyle","Mid Size","Shooter","Yes","No","Yes, Not Working (stops loading adter disk 2)","Yes","Disk","153 (149+(79/19))","","","","",""
"Xmas Lemmings 93","Amiga","","Original","1992","Psygnosis","Big Box","Strategy","Yes","No","Yes, Working","Yes","None","","","","","",""
"Xmas Lemmings 94","Amiga","","Original","1994","Psygnosis","Big Box","Strategy","Yes","No","Yes, Not Working (disk has read/write error)","Yes","None","","","","","",""
"XP8","Amiga","","Original","1996","Effigy","Big Box","Shooter","Yes","No","","Yes","Disk","","","","","",""
"XR-35 Fighter Mission","Amiga","","Original","1988","Anco","Small Jewelcase","Shooter","Yes","No","Yes, Not Working","Yes","Dsik","","","","","",""
"XTreme Racing","Amiga","AGA","Original","1995","Black magic","Big Box","Racing","Yes","No","Yes, Working","Yes","None","69 (£5,00+£0,50)","","","","",""
"Xybots","Amiga","OCS","Original","1989","Domark","Mid size","Action","Yes","No","Yes, Working","No, Box from Atari ST version, amnual missing but game from bit Amiga and Atari ST","Disk","","","","","",""
"Z-Out","Amiga","","Original","1990","Rainbow Arts","Mid size","Shooter","Yes","No","Yes, Working","Yes","Disk","244 (£9,49+£9,99)","","","","",""
"Zak McKracken And The Alien Mindbenders","Amiga","","Original","1988","Lucasfilm Games","Big Box","Adventure","Yes","No","Yes, Not Working (stuck on white screen)","Yes","","734 (665+69)","","","","",""
"Zarathrusta","Amiga","OCS","Original","1991","21st Century Entertainment","Mid size","Action","Yes","No","Yes, Working","Yes, 2 disks","Disk","219 (£12,50+£5,05)","","","","",""
"Zeewolf","Amiga","","Original","1994","Binary Asylum","Big Box","Action, Simulation","Yes","No","","Yes","","","","","","",""
"Zeewolf 2: Wild Justice","Amiga","","Original","1995","Pinnacle","Big Box","Shooter","Yes","No","","Yes (New, shrink wrapped)","","69 (£5,00+£0,50)","","","","",""
"Zero Gravity","Amiga","OCS","Original","1988","EAS","Custom","Action","Yes","No","","No, Probably missing manual","Disk","","","","","",""
"Zone Warrior","Amiga","","Original","1991","Electronic Arts","Mid Size","Platform","Yes","No","","Yes","","","","","","",""
"Zool","Amiga","AGA","Original","1992","Gremlin","Big Box","Action","Yes","No","Yes, Not Working","Yes","Code Wheel","","","","","",""
"Zool 2","Amiga","","Original","1993","Gremlin","Big Box","Action","Yes","No","","Yes, two set of disks","Code Wheel","","","","","",""
"Zork Zero: The Revenge of Megaboz","Amiga","OCS","Original","1989","Infocom, Inc.","Custom","Adventure","No","Yes","Yes, Working","Yes","None","","","","","",""
"Zyconix","Amiga","OCS","Original","1992","Accolade","Big Box","Action, Strategy","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"Zynaps","Amiga","OCS","Original","1988","Hewson","Mid size","Action","Yes","No","Yes, Working","Yes","Disk","","","","","",""
"10 Intelligent Strategy Games","Amiga","","","","Oxford Softworks","","Strategy, Compilation","","","","Yes","","","","","","",""
"16 bit hit machine","Amiga","","","","Gremlin","","Compilation","","","","Yes","","","","","","",""
"Air / Sea Supremacy","Amiga","","","","Ubi Soft","","Compilation","","","","Yes","","","","","","",""
"Akira","Amiga CD32","","","","International Computer Entertainment Ltd.","","Action, Racing","","","","","","","","","","",""
"Amegas","Amiga","","","","Pandora","","Action","","","","Yes","","","","","","",""
"The Archon Collection","Amiga","","","","Electronic Arts","","Strategy","","","","Yes","","","","","","",""
"Art Of Chess","Amiga","","","","Wicked Software","","Strategy","","","","","","","","","","",""
"ATR: All Terrain Racing","Amiga CD32","","","","Team17","","Racing","","","","","","","","","","",""
"Back to the Future Part II","Amiga","","","","Konami, Inc.","","Action","","","","Yes, 3 disks","","","","","","",""
"The Bard's Tale II: The Destiny Knight","Amiga","","","","Electronic Arts","","Role-Playing (RPG)","","","","Yes, two disks","","","","","","",""
"The Big Deal","Amiga","","","","Accolade","","Strategy, Compilation","","","","Yes (New, shrink wrapped)","","","","","","",""
"Bloodwych + The Extended Levels","Amiga","","","","Image Works","","Role-Playing (RPG), Compilation","","","","Yes","","","","","","",""
"Buffalo Bill's Rodeo Games","Amiga","","","","Tynesoft","","Action, Sports","","","","Yes","","","","","","",""
"Cadaver: The Pay Off","Amiga","","","","Renegade","","Action & Adventure","","","","Yes","","","","","","",""
"Campaign: From North Africa To Northern Europe","Amiga","","","","Empire","","Strategy, Data Disk","","","","Yes","","","","","","",""
"Castles II: Siege & Conquest","Amiga CD32","","","","Interplay Productions, Inc.","","Simulation, Strategy","","","","","","","","","","",""
"Challengers","Amiga","","","","Ubi Soft","","Compilation","","","","Yes","","","","","","",""
"Championship Manager '94: Season Data Disk","Amiga","","","","Domark","","Sports","","","","Yes","","","","","","",""
"Championship Run","Amiga","","","","Zeppelin","","Racing","","","","","","","","","","",""
"Chart Attack","Amiga","","","","Gremlin","","Compilation","","","","Yes, two set of disks","","","","","","",""
"D/Generation","Amiga CD32","","","","Mindscape","","Action","","","","","","","","","","",""
"Daley Thompson's Olympic Challenge","Amiga","","","","Ocean","","Sports","","","","Yes","","","","","","",""
"Dangerous Streets","Amiga CD32","","","","Flair","","Action","","","","","","","","","","",""
"Dangerous Streets & Wing Commander","Amiga CD32","","","","Commodore","","","","","","","","","","","","",""
"Days of Thunder","Amiga","","","","Mindscape","","Simulation, Racing","","","","Yes, two disks","","","","","","",""
"Diggers & Oscar","Amiga CD32","","","","Commodore","","","","","","","","","","","","",""
"Doc Croc's Outrageous Adventures","Amiga","","","","Zeppelin","","Platform","","","","Yes","","","","","","",""
"Dreadnoughts Plus","Amiga","","","","Turcan Research Systems Limited","","Simulation, Strategy","","","","Yes","","","","","","",""
"F/A-18 Interceptor","Amiga","","","","Electronic Arts","","Simulation","","","","Yes, 3 disks, one is kept outside of the box","","","","","","",""
"Ferrari Formula One","Amiga","","","","Electronic Arts","","Racing","","","","","","","","","","",""
"Fighter Bomber Advanced Mission Disk","Amiga","","","","Activision","","Simulation","","","","Yes, Also includes original game disks","","","","","","",""
"Fire and Brimstone","Amiga","","","","MicroProse","","Action","","","","Yes","","","","","","",""
"Flink","Amiga CD32","","","","Psygnosis","","Action","","","","","","","","","","",""
"Football Manager 2 & FM2 Expansion Kit","Amiga","","","","Prism Leisure Corporation Plc","","Compilation","","","","Yes, two set of disks + extra disk from other version","","","","","","",""
"Fusion","Amiga","","","","Electronic Arts","","Action","","","","Yes","","","","","","",""
"Future Classics Collection","Amiga","","","","LIVE Studios, Inc.","","Compilation","","","","Yes, two disks","","","","","","",""
"Games & Goodies","Amiga CD32","","","","","","","","","","","","","","","","",""
"Giants","Amiga","","","","U.S. Gold","","Compilation","","","","No, manual is missing","","","","","","",""
"Hungary For Fun","Amiga","","","","Black Legend","","Compilation","","","","Yes","","","","","","",""
"IK+","Amiga","","","","System 3 Software Ltd.","","Action, Sports","","","","Yes, 3 disks (1 buget and 2 original)","","","","","","",""
"Jungle Book","Amiga","","","","Monkey Business","","Action Adventure","","","","Yes","","","","","","",""
"Jätte Hits","Amiga","","","","HK Electronics","","Compilation","","","","Yes, extra Boubble Bobble disk","","","","","","",""
"The Labyrinth of Time","Amiga CD32","","","","Electronic Arts","","Adventure","","","","","","","","","","",""
"Lamborghini: American Challenge","Amiga CD32","","","","Paragon Publishing","","Racing","","","","","","","","","","",""
"Leather Goddesses of Phobos","Amiga","","","","Infocom, Inc.","","Adventure","","","","Yes, two disks","","","","","","",""
"Lemmings dubble pack","Amiga","","","","Psygnosis","","Compilation","","","","Maybe, might be mssing Manual fir Oh no! More Lemmings","","","","","","",""
"Links: Championship Course - Bountiful Golf Course","Amiga","","","","U.S. Gold","","Simulation, Sports, Data Disk","","","","Yes","","","","","","",""
"LucasArts Collection","Amiga","","","","U.S. Gold","","Compilation","","","","Yes","","","","","","",""
"Mean Arenas","Amiga CD32","","","","International Computer Entertainment Ltd.","","Action, Strategy","","","","","","","","","","",""
"Microcosm","Amiga CD32","","","","Psygnosis","","Action","","","","","","","","","","",""
"Milestones","Amiga","","","","Domark","","Compilation","","","","Yes","","","","","","",""
"Monster Pack Volume 2","Amiga","","","","Psygnosis","","Compilation","","","","No, missing manual","","","","","","",""
"Myth: History In The Making","Amiga CD32","","","","System 3 Software Ltd.","","Platform","","","","","","","","","","",""
"Napoleonics","Amiga","","","","CCS","","Compilation","","","","Yes","","","","","","",""
"Neuromancer","Amiga","","","","Electronic Arts","","Adventure","","","","Yes, but german manual and box","","","","","","",""
"Nightbreed:  The Action Game","Amiga","","","","Ocean","","Action","","","","Yes","","","","","","",""
"Oh No! More Lemmings Datadisk","Amiga","","","","Psygnosis","","Strategy, Data Disk","","","","Yes, both PAL and NTSC versions","","","","","","",""
"Oil imperium","Amiga","","","","Top Shots","","Strategy","","","","No, Disks are missing","","","","","","",""
"Passing Shot","Amiga","","","","Mirrorsoft","","Sports","","","","Yes, two disks","","","","","","",""
"PGA European Tour","Amiga CD32","","","","Ocean","","Simulation, Sports","","","","","","","","","","",""
"Phantasie Bonus Edition","Amiga","","","","U.S. Gold","","Compilation","","","","Yes, two set of disks","","","","","","",""
"Pinball Dreams","Amiga","","","","21st Century Entertainment","","Action","","","","Yes","","","","","","",""
"Pinball Fantasies","Amiga","","","","21st Century Entertainment","","Action","","","","Yes","","","","","","",""
"Pinball Fantasies","Amiga CD32","","","","21st Century Entertainment","","Action","","","","","","","","","","",""
